cell_key,kernel,shape_json,default_status,seed_status,aot_tuned_status,vllm_cuda_status,default_us,seed_us,aot_tuned_us,vllm_cuda_us,default_vs_vllm_cuda,seed_vs_vllm_cuda,aot_tuned_vs_vllm_cuda,vllm_cuda_vs_vllm_cuda
"fused_qk_norm_rope::q_heads=64,kv_heads=8,num_tokens=32",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 32, ""q_heads"": 64}",ok,ok,ok,ok,7.2480000089854,7.648000027984381,6.816000211983919,7.104000076651573,0.9801324596915965,0.9288702995106842,1.04225349995754,1.0
"fused_qk_norm_rope::q_heads=16,kv_heads=8,num_tokens=128",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 128, ""q_heads"": 16}",ok,ok,ok,ok,7.807999849319458,8.224000222980976,7.312000030651689,7.615999784320593,0.9754098272663774,0.9260699875759488,1.0415754584784664,1.0
"fused_qk_norm_rope::q_heads=32,kv_heads=8,num_tokens=128",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 128, ""q_heads"": 32}",ok,ok,ok,ok,8.191999979317188,9.312000125646591,7.840000092983246,8.0960001796484,0.9882812744249067,0.86941581512127,1.0326530718914495,1.0
"fused_qk_norm_rope::q_heads=64,kv_heads=8,num_tokens=128",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 128, ""q_heads"": 64}",ok,ok,ok,ok,8.927999995648861,9.535999968647957,8.63999966531992,9.808000177145004,1.098566328620634,1.028523511890868,1.1351852496607517,1.0
"fused_qk_norm_rope::q_heads=16,kv_heads=8,num_tokens=512",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 512, ""q_heads"": 16}",ok,ok,ok,ok,9.64799989014864,9.088000282645226,9.727999567985535,10.33599954098463,1.071310080707867,1.1373238577822924,1.0625,1.0
"fused_qk_norm_rope::q_heads=32,kv_heads=8,num_tokens=512",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 512, ""q_heads"": 32}",ok,ok,ok,ok,12.319999746978283,10.623999871313572,11.296000331640244,12.624000199139118,1.0246753618834608,1.1882530451855382,1.1175637241952914,1.0
"fused_qk_norm_rope::q_heads=64,kv_heads=8,num_tokens=512",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 512, ""q_heads"": 64}",ok,ok,ok,ok,15.823999419808388,14.063999988138676,15.904000028967857,17.632000148296356,1.1142568753020001,1.2536973949919559,1.1086519187739616,1.0
"fused_qk_norm_rope::q_heads=16,kv_heads=8,num_tokens=2048",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 2048, ""q_heads"": 16}",ok,ok,ok,ok,17.56799966096878,17.5199992954731,17.5199992954731,20.94399929046631,1.1921675600323502,1.1954337975274874,1.1954337975274874,1.0
"fused_qk_norm_rope::q_heads=32,kv_heads=8,num_tokens=2048",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 2048, ""q_heads"": 32}",ok,ok,ok,ok,27.936000376939774,22.911999374628067,24.09599907696247,27.68000029027462,0.990836194043136,1.208100604302847,1.148738435865011,1.0
"fused_qk_norm_rope::q_heads=64,kv_heads=8,num_tokens=2048",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 2048, ""q_heads"": 64}",ok,ok,ok,ok,40.383998304605484,35.45600175857544,37.567999213933945,40.44799879193306,1.0015847981877584,1.1407941331723972,1.0766609784460102,1.0
"fused_qk_norm_rope::q_heads=16,kv_heads=8,num_tokens=8192",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 8192, ""q_heads"": 16}",ok,ok,ok,ok,46.49600014090538,46.592000871896744,47.887999564409256,51.35999992489815,1.1046111443834414,1.1023351425947743,1.0725025140342115,1.0
"fused_qk_norm_rope::q_heads=32,kv_heads=8,num_tokens=8192",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 8192, ""q_heads"": 32}",ok,ok,ok,ok,92.19200164079666,71.85600325465202,74.48000088334084,77.63200253248215,0.8420687386196044,1.0803829745075082,1.0423201075692565,1.0
"fused_qk_norm_rope::q_heads=64,kv_heads=8,num_tokens=8192",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 8192, ""q_heads"": 64}",ok,ok,ok,ok,145.28000354766846,123.53600189089775,126.65599584579468,130.5439993739128,0.898568255686196,1.056728381813783,1.0306973507424932,1.0
